id,wellness_issue,patient_question,clinic_answer,tcm_focus_area,professional_acupuncture_points,tcm_trigger_acupuncture_points,pharmacopeia
589,Wellness issue 589,This is a sample patient question about wellness issue 589. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
590,Wellness issue 590,This is a sample patient question about wellness issue 590. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
591,Wellness issue 591,This is a sample patient question about wellness issue 591. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
592,Wellness issue 592,This is a sample patient question about wellness issue 592. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
593,Wellness issue 593,This is a sample patient question about wellness issue 593. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
594,Wellness issue 594,This is a sample patient question about wellness issue 594. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
595,Wellness issue 595,This is a sample patient question about wellness issue 595. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
596,Wellness issue 596,This is a sample patient question about wellness issue 596. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
597,Wellness issue 597,This is a sample patient question about wellness issue 597. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
598,Wellness issue 598,This is a sample patient question about wellness issue 598. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
599,Wellness issue 599,This is a sample patient question about wellness issue 599. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
600,Wellness issue 600,This is a sample patient question about wellness issue 600. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
601,Wellness issue 601,This is a sample patient question about wellness issue 601. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
602,Wellness issue 602,This is a sample patient question about wellness issue 602. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
603,Wellness issue 603,This is a sample patient question about wellness issue 603. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
604,Wellness issue 604,This is a sample patient question about wellness issue 604. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
605,Wellness issue 605,This is a sample patient question about wellness issue 605. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
606,Wellness issue 606,This is a sample patient question about wellness issue 606. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
607,Wellness issue 607,This is a sample patient question about wellness issue 607. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
608,Wellness issue 608,This is a sample patient question about wellness issue 608. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
